CustomerID,MonthlyRevenue_Clean,ChurnProbability,RevenueRiskScore,PrioritySegment
3107458,77.98,0.4504948,35.12958419501781,High
3007786,162.36,0.21636483,35.12899391770363,High
3360674,76.24,0.4607349,35.12642906665802,High
3216418,68.2,0.5150086,35.12358845472336,High
3232002,55.88,0.62852615,35.12204132795334,High
3078166,79.25,0.4431797,35.12199097126722,High
3229850,98.44,0.35676438,35.119885189533235,High
3282506,52.36,0.67072105,35.11895439147949,High
3214478,56.15,0.6254254,35.11763611733913,High
3397290,45.29,0.7753748,35.1167260402441,High
3269966,82.66,0.42482662,35.11616857528686,High
3108438,52.41,0.67001003,35.11522568643093,High
3120654,81.26,0.43212396,35.11439291357994,High
3049682,63.69,0.5512874,35.11149531126022,High
3215858,77.95,0.45042834,35.11088885813952,High
3027582,114.29,0.3071931,35.10909945070744,High
3097222,54.5,0.6441068,35.10382089018822,High
3037722,72.15,0.4864879,35.10010164231062,High
3242314,50.45,0.695718,35.098972615599635,High
3224134,91.36,0.38417828,35.09852773666382,High
3106866,58.18,0.603249,35.097027601003646,High
3247370,50.7,0.69221574,35.09533805251122,High
3272394,44.98,0.7802254,35.09453831911087,High
3391766,127.19,0.2759214,35.09444342076778,High
3341218,80.36,0.43669426,35.09275108814239,High
3294654,50.29,0.6978075,35.09273871362209,High
3301538,103.03,0.34058657,35.09063460439444,High
3012594,133.65,0.26255208,35.090085831284526,High
3195522,78.01,0.44979015,35.088129595816135,High
3002882,103.76,0.33814633,35.08606308937073,High
3344378,114.81,0.30559364,35.08520576387644,High
3129166,62.12,0.564784,35.08438148260117,High
3345986,89.96,0.38997287,35.08195898771286,High
3205166,52.66,0.6661938,35.08176462769508,High
3202906,69.88,0.502001,35.07982900857925,High
3161834,54.73,0.64091074,35.07704505562782,High
3286158,82.76,0.42377,35.07120606660843,High
3293666,68.24,0.51393056,35.07062135696411,High
3057010,78.89,0.444544,35.07007517486811,High
3227098,51.68,0.67855614,35.06778153419494,High
3118998,73.07,0.47990352,35.06655014455318,High
3237810,60.53,0.5793178,35.06610692739487,High
3192154,75.5,0.46443418,35.064780339598656,High
3139094,99.49,0.35242677,35.062939083576204,High
3190070,85.45,0.41032484,35.0622577264905,High
3335650,51.74,0.67765903,35.062078456878666,High
3040746,76.66,0.45736066,35.06126781761646,High
3035586,52.11,0.67280114,35.059667247533795,High
3394814,49.6,0.70684016,35.059271812438965,High
3358694,88.33,0.39690965,35.05902975022793,High
3157862,79.17,0.44281343,35.057538956701755,High
3086246,187.53,0.18694077,35.05700340852142,High
3153826,77.99,0.44948956,35.05569107323885,High
3172394,66.38,0.52809983,35.05526704192161,High
3239758,63.04,0.55604964,35.05336961746216,High
3303678,135.43,0.25882956,35.05328783303499,High
3021326,49.99,0.7011888,35.052428247928624,High
3245450,60.01,0.5840697,35.050024428367614,High
3066458,62.32,0.562406,35.04914213657379,High
3272638,42.62,0.8223277,35.0476054418087,High
3303626,65.45,0.53546494,35.04618048369885,High
3277230,59.34,0.5905696,35.04440097570419,High
3181354,79.56,0.4404487,35.04209868192673,High
3194318,74.25,0.47192752,35.04061862826347,High
3143406,60.68,0.57745725,35.04010587930679,High
3247246,60.09,0.5831223,35.03981978952885,High
3052782,95.49,0.3669287,35.03802124142646,High
3346526,85.39,0.4103134,35.0366610249877,High
3090094,86.02,0.40723324,35.03020315170288,High
3142210,85.73,0.40860674,35.02985563606024,High
3124342,54.32,0.6448791,35.02983285903931,High
3346066,65.87,0.5318014,35.029758387207984,High
3268954,53.21,0.65829766,35.028018380403516,High
3358446,84.8,0.4130593,35.027428150177,High
3198970,51.64,0.67826366,35.025535621643066,High
3104114,78.88,0.4440345,35.02544033527374,High
3255970,47.39,0.7390042,35.02140878856182,High
3304010,54.35,0.6443494,35.02038968503475,High
3282666,86.55,0.40457755,35.016187235713005,High
3161286,78.67,0.44507664,35.01417961657047,High
3019034,80.25,0.43629685,35.01282224804163,High
3012686,142.63,0.2454749,35.01208566814661,High
3028286,64.75,0.5407251,35.01195099949837,High
3093854,51.24,0.6832906,35.01181038379669,High
3390914,55.09,0.6354917,35.0092393386364,High
3354758,117.08,0.29901567,35.008754762411115,High
3075358,98.84,0.35414827,35.00401487827301,High
3189634,105.19,0.33276397,35.003441993594166,High
3019514,101.18,0.34593263,35.00146377503872,High
3201286,56.69,0.6173961,35.00018583059311,High
3355334,159.95,0.21881734,34.999833268672226,High
3384046,94.76,0.36934817,34.99943243503571,High
3244394,62.93,0.5561193,34.996588982343674,High
3291046,59.99,0.5832684,34.990271556377415,High
3028566,57.77,0.6056168,34.98648299455643,High
3271286,47.03,0.7438717,34.984285526275634,High
3301690,65.65,0.5328085,34.978876885771754,High
3212094,66.61,0.5251182,34.978121448159214,High
3315314,53.74,0.65079665,34.97381206989289,High
3281174,47.12,0.7422264,34.973708996772764,High
3013162,99.19,0.35257137,34.971554013490675,High
3130286,57.04,0.61310273,34.97137995243072,High
3218470,53.69,0.65134335,34.9706242275238,High
3044838,55.46,0.6305471,34.970142513513565,High
3183102,69.51,0.50307554,34.968780789971355,High
3234298,43.2,0.8093879,34.965558242797854,High
3265750,60.46,0.5782515,34.96108454465866,High
3367890,180.16,0.1940371,34.95772298336029,High
3030250,61.16,0.5715559,34.956359608173365,High
3136562,103.36,0.33819604,34.95594261169433,High
3306046,45.23,0.7728401,34.955556938052176,High
3107674,75.53,0.4628035,34.95554932266474,High
3074282,79.24,0.44110623,34.95325766682625,High
3237634,83.9,0.41660565,34.95321415066719,High
3272710,50.1,0.6976099,34.95025606155396,High
3199766,67.94,0.5144239,34.94996022820472,High
3307326,82.72,0.42247304,34.946970133781434,High
3317646,54.71,0.6387618,34.946659085154536,High
3357742,105.04,0.33268434,34.94516287326813,High
3021430,88.38,0.3953841,34.944047028422354,High
3039582,182.2,0.19177324,34.94108356237411,High
3138166,66.53,0.5251867,34.94067231595516,High
3124334,56.03,0.62360096,34.94036177635193,High
3008598,63.06,0.5540744,34.939932081699375,High
3010646,49.6,0.7044231,34.939387226104735,High
3361394,49.99,0.6988904,34.9375304967165,High
3137314,53.97,0.64734364,34.937136011123656,High
3182174,109.83,0.3180848,34.93525426536799,High
3087138,45.0,0.77629656,34.93334501981735,High
3289498,77.27,0.45208564,34.93265771239996,High
3191618,91.62,0.3812633,34.93134225189686,High
3341450,61.12,0.57151574,34.93104196548462,High
3118566,109.58,0.3187693,34.930740545392034,High
3185118,64.2,0.5440894,34.9305379986763,High
3064166,53.49,0.6530247,34.93028978347778,High
3385358,130.29,0.26808283,34.92851157277822,High
3149398,58.65,0.5955257,34.927581247687336,High
3052402,56.89,0.6139317,34.926575294137,High
3041542,81.17,0.43027845,34.92570180684328,High
3353394,109.0,0.32041326,34.925045520067215,High
3268506,69.6,0.50178736,34.92440056800842,High
3015622,85.78,0.40711936,34.92269900500774,High
3369066,98.64,0.3540413,34.922634637355806,High
3216990,50.6,0.6901115,34.91964280605316,High
3177822,93.87,0.37199587,34.919251969456674,High
3218854,64.16,0.54423565,34.91815909385681,High
3074094,68.97,0.50624573,34.915768157243726,High
3306614,52.09,0.67026293,34.913996168375014,High
3133414,58.05,0.6014445,34.91385222673416,High
3145994,66.34,0.5262736,34.912991168499,High
3171198,90.32,0.3865399,34.9122843337059,High
3254230,51.83,0.6735617,34.91070250868797,High
3132902,78.4,0.4452862,34.91043920516968,High
3148230,60.72,0.57492894,34.909685196876524,High
3067918,71.38,0.48905158,34.90850181102753,High
3131074,57.11,0.6111802,34.90450043797493,High
3206930,63.57,0.5490607,34.90378884673119,High
3041866,71.41,0.48875856,34.90224905490875,High
3186010,66.63,0.5238124,34.9016210925579,High
3221338,56.3,0.61989254,34.89994986653328,High
3364902,56.45,0.61822104,34.89857796430588,High
3264050,51.23,0.6811685,34.89626208126545,High
3239882,54.15,0.6443689,34.89257522821426,High
3054822,70.73,0.4932738,34.88925549566746,High
3155670,74.12,0.47069982,34.88827043175698,High
3226198,72.13,0.48363543,34.88462324619293,High
3050590,112.0,0.3114584,34.883341789245605,High
3279666,56.98,0.612179,34.88195835471153,High
3294730,76.34,0.45689955,34.879711917042734,High
3028486,96.54,0.36128473,34.878428106307986,High
3326330,73.96,0.47156793,34.87716401338577,High
3350926,48.27,0.7225309,34.87656661212444,High
3029694,122.84,0.28391257,34.8758200109005,High
3083870,68.22,0.51118845,34.87327588677406,High
3235958,52.29,0.6669182,34.87315362632275,High
3175150,68.39,0.50989807,34.87192876935005,High
3251582,55.28,0.63081264,34.87132301330566,High
3083714,88.47,0.39412838,34.868537973761555,High
3025766,102.95,0.33869287,34.868431349098685,High
3253430,69.61,0.50085336,34.86440236866474,High
3166354,57.97,0.60141855,34.864233620762825,High
3123574,60.36,0.5775981,34.8638210105896,High
3197578,81.29,0.42881146,34.8580836430192,High
3008230,58.48,0.5960436,34.85662895202636,High
3199554,75.24,0.4632129,34.85213914632797,High
3155742,65.68,0.53063005,34.85178182125092,High
3044586,62.06,0.56151825,34.847822712659834,High
3299782,61.48,0.56676924,34.844973015785214,High
3261170,78.4,0.44444463,34.84445872306824,High
3218082,57.3,0.6080645,34.84209428429603,High
3254210,52.39,0.6650512,34.842033512592316,High
3087790,73.05,0.47694057,34.84050880372524,High
3247134,75.89,0.45908204,34.83973580390215,High
3366386,41.09,0.8478672,34.838862871527674,High
3085598,70.63,0.4932312,34.836920159757135,High
3007930,56.33,0.6184065,34.834836713671685,High
3204134,51.49,0.67646277,34.83106800198555,High
3030130,79.65,0.43727046,34.828592339158064,High
3079910,58.91,0.59121263,34.82833604931831,High
3213238,64.11,0.5432362,34.82687252819538,High
3276986,39.99,0.8708403,34.8249040389061,High
3276118,70.66,0.49284568,34.82447605192661,High
3244334,60.42,0.5763523,34.82320586085319,High
3047086,72.08,0.48310745,34.82238482475281,High
3296090,59.84,0.581919,34.82203382492066,High
3158166,162.03,0.21490875,34.82166457861662,High
3302990,39.9,0.87272,34.82152812480926,High
3359622,47.14,0.73864937,34.819931221008304,High
3057182,60.21,0.5783041,34.81969058096409,High
3236470,61.27,0.568289,34.819065921902656,High
3137998,72.78,0.4784134,34.81892747282982,High
3062058,94.97,0.36662978,34.818830143809315,High
3258242,57.47,0.60583806,34.81751332998276,High
3145374,74.56,0.46696663,34.81703186035156,High
3364658,76.37,0.45589855,34.81697250276804,High
3348458,79.75,0.43655533,34.81528724730015,High
3341818,94.17,0.36968702,34.81342674672604,High
3294934,42.74,0.81449497,34.81151490926743,High
3243282,70.82,0.49153206,34.810300313830375,High
3237270,66.54,0.52312744,34.80889963388444,High
3292990,74.48,0.4673513,34.80832390069962,High
3334942,94.8,0.36717224,34.807928466796874,High
3221702,66.6,0.52259,34.80449277162552,High
3039798,58.05,0.5995503,34.80389530956745,High
3276530,79.04,0.44032812,34.80353469848633,High
3100082,54.54,0.63811356,34.80271346926689,High
3292890,62.73,0.5548005,34.80263601779937,High
3083978,72.04,0.48303777,34.7980409359932,High
3038058,93.91,0.3705265,34.796142919659616,High
3008570,77.86,0.4468762,34.79378078043461,High
3254194,63.89,0.5445804,34.793241755366324,High
3242826,63.21,0.5504361,34.7930645853281,High
3221538,66.73,0.5213991,34.79296065866947,High
3274162,55.45,0.62745214,34.792220890522,High
3139350,67.4,0.51619786,34.79173578023911,High
3281382,56.68,0.6138252,34.79161244869232,High
3063098,80.03,0.43472925,34.791381740272044,High
3166022,90.01,0.38650405,34.78922990679741,High
3247726,64.63,0.5382672,34.788208827376366,High
3042122,76.97,0.4519401,34.78582868605852,High
3056934,50.88,0.6836783,34.78555337905884,High
3362710,58.96,0.5899832,34.78541093826294,High
3076886,64.34,0.54062194,34.78361538290978,High
3136006,63.04,0.5517504,34.78234657287597,High
3290214,93.33,0.37265775,34.78014744132757,High
3209086,71.23,0.48824105,34.77740975409746,High
3219478,56.12,0.619678,34.77633050918579,High
3040390,115.22,0.30181116,34.774681700468065,High
3314786,40.73,0.8537106,34.771632403731346,High
3217862,53.79,0.6464277,34.77134549796581,High
3085622,44.72,0.7775041,34.769982748031616,High
3041950,110.12,0.31573352,34.768575462102895,High
3054778,123.11,0.28237975,34.76377058386802,High
3271542,73.83,0.47083324,34.76161825239658,High
3018498,51.48,0.67523885,34.76129588127136,High
3047966,173.65,0.20017414,34.760239055007695,High
3091842,86.08,0.40380585,34.75960773468017,High
3370074,99.89,0.34797153,34.758876008689406,High
3164762,78.92,0.44041675,34.75769016981125,High
3227806,58.0,0.5992444,34.756176114082336,High
3330542,79.69,0.4361181,34.7542510792613,High
3192162,60.45,0.5749141,34.75355721116066,High
3335874,60.62,0.5732991,34.7533920443058,High
3040862,52.34,0.6639735,34.75237352728844,High
3387178,95.58,0.3635915,34.752074822187424,High
3387842,76.61,0.4536184,34.75170617938041,High
3217822,59.77,0.5813714,34.74857016682625,High
3279890,55.61,0.62480694,34.745513964295384,High
3239730,66.47,0.5227195,34.7451653277874,High
3303530,53.27,0.65224594,34.745141158699994,High
3018654,71.62,0.48510408,34.743154497146605,High
3057714,61.24,0.567305,34.74175994157791,High
3294262,53.99,0.643422,34.738354188203814,High
3048074,50.9,0.6824078,34.73455683588981,High
3034714,98.78,0.35163462,34.734467923641205,High
3159502,53.65,0.64734465,34.73004041016102,High
3250790,47.17,0.73622435,34.72770274579525,High
3214738,54.98,0.6316418,34.72766644835472,High
3306058,48.74,0.7124077,34.722751696109775,High
3357962,51.59,0.67300904,34.72053626894951,High
3104366,62.47,0.555757,34.71813892424107,High
3173982,79.98,0.4340841,34.71804532706738,High
3223738,53.45,0.64954007,34.7179165661335,High
3025474,91.51,0.37938866,34.71785629421473,High
3201354,51.68,0.67175305,34.71619756698608,High
3164402,81.23,0.42737865,34.71596810340881,High
3198798,49.78,0.69737667,34.71541055560112,High
3034406,65.34,0.53129655,34.7149166572094,High
3053942,86.84,0.39975396,34.71463371157646,High
3036634,112.31,0.3090531,34.70975289672613,High
3363374,118.19,0.2936159,34.70246409922838,High
3023594,80.93,0.42877996,34.70116213679314,High
3359502,54.19,0.6403444,34.70026202440262,High
3048070,87.59,0.39616385,34.699991711080074,High
3399314,48.46,0.7160178,34.69822174906731,High
3351070,68.48,0.5066452,34.6950634765625,High
3037766,48.8,0.7109595,34.6948233127594,High
3085690,50.55,0.68633413,34.69419043064117,High
3038586,58.57,0.5923263,34.6925504219532,High
3099578,65.47,0.5298917,34.69201152086258,High
3318130,66.42,0.52230513,34.69150679826736,High
3247522,59.99,0.57827485,34.69070801615715,High
3015166,232.24,0.14936899,34.68945342183113,High
3328142,60.11,0.57707363,34.6878961199522,High
3216746,54.76,0.6334267,34.686447508335114,High
3224250,45.3,0.7657035,34.68636851906776,High
3143610,51.69,0.6709794,34.6829241836071,High
3289850,63.53,0.5458598,34.67847396373749,High
3304546,45.74,0.7581424,34.67743391156197,High
3102326,49.99,0.69367963,34.677044741511345,High
3135274,65.84,0.52668285,34.676799087524415,High
3214766,75.51,0.45921484,34.67531229346991,High
3093922,56.87,0.60972846,34.67525726675987,High
3004002,132.46,0.2617724,34.67437133312225,High
3359258,95.38,0.3635357,34.674035278558726,High
3301934,74.99,0.46238056,34.67391806334257,High
3227694,83.77,0.41390887,34.67314595848322,High
3008270,97.67,0.3549931,34.67217655897141,High
3147226,54.41,0.6371607,34.667914690375326,High
3207554,61.67,0.56207836,34.66337226033211,High
3206138,65.8,0.5267934,34.663007056713106,High
3079082,51.24,0.67647207,34.662428755760196,High
3008678,106.91,0.32418886,34.659030837714674,High
3131646,58.42,0.5932696,34.658809247016904,High
3210290,51.04,0.6790157,34.656961126327516,High
3354730,63.19,0.5483939,34.653010867238045,High
3156030,65.49,0.5291002,34.65077076673507,High
3369930,98.61,0.3513902,34.65058888167143,High
3211770,76.05,0.45562714,34.65044425427914,High
3111070,114.13,0.3036007,34.64994774371385,High
3174614,60.02,0.5772317,34.64544694542885,High
3053554,125.68,0.27566242,34.64525321960449,High
3082842,74.53,0.464828,34.64363191127777,High
3093938,61.52,0.5631046,34.64219680786133,High
3354850,99.73,0.34735855,34.642068650424484,High
3203098,85.5,0.40512878,34.638510435819626,High
3342198,53.36,0.64914316,34.6382789850235,High
3373578,53.99,0.64149815,34.63448503434658,High
3182730,90.49,0.38271433,34.63181982576847,High
3387158,74.03,0.46779686,34.63100170314312,High
3249494,80.28,0.43137026,34.63040433883667,High
3138318,77.97,0.4441106,34.62730364888906,High
3139906,98.73,0.3507196,34.626546198427675,High
3227894,47.13,0.73465395,34.62424065113068,High
3268370,63.55,0.5448302,34.62395940423011,High
3102710,54.77,0.6321396,34.622287160754205,High
3122634,52.38,0.66095954,34.62106079936028,High
3027006,75.01,0.46150467,34.61746514648199,High
3234166,45.27,0.76467013,34.61661694765091,High
3094990,113.03,0.30625626,34.616145570576194,High
3250926,51.6,0.6708377,34.61522533893585,High
3253246,52.74,0.6562977,34.61313983917236,High
3001842,74.52,0.4644607,34.61161141991615,High
3023198,60.78,0.5694195,34.60931740522385,High
3251110,98.11,0.35275277,34.60857475072145,High
3227842,79.5,0.43530375,34.606647938489914,High
3201430,91.05,0.38006777,34.605170068144794,High
3033406,132.16,0.26183096,34.60357911109924,High
3109754,50.19,0.6894394,34.6029642856121,High
3001838,43.83,0.7894699,34.60246561825275,High
3325014,49.75,0.6954952,34.60088561475277,High
3297194,48.21,0.71770626,34.60061894237995,High
3253686,75.99,0.45532426,34.60009069830179,High
3051442,95.97,0.36051437,34.59856433719396,High
3159342,97.98,0.35307145,34.59394078731537,High
3303142,64.64,0.5351754,34.593736763000486,High
3277418,60.8,0.568957,34.592583847045894,High
3063214,77.45,0.44663545,34.59191598147154,High
3201226,128.84,0.26848516,34.591627844572066,High
3150766,100.7,0.34350315,34.59076693952084,High
3340390,105.58,0.32762286,34.590421629548075,High
3197214,51.75,0.668364,34.587836399674416,High
3281150,78.63,0.43988085,34.58783107280731,High
3172814,116.94,0.29577312,34.587708504796026,High
3013290,48.2,0.7175714,34.58694040775299,High
3328550,105.98,0.32629585,34.580834465026854,High
3349994,59.4,0.58216137,34.58038519620895,High
3224254,45.8,0.7550112,34.57951300144195,High
3306826,110.28,0.3135606,34.57946352481842,High
3156510,60.88,0.5679548,34.57708692550659,High
3161034,62.59,0.5524333,34.576800994277,High
3192182,47.28,0.7313086,34.57626963615417,High
3272306,93.65,0.36920604,34.57614574879408,High
3249950,50.46,0.68520755,34.57557275891304,High
3102434,103.25,0.33481565,34.56971598416567,High
3232214,51.9,0.6660612,34.568577450513835,High
3002078,113.37,0.30490687,34.567292406857014,High
3274338,52.13,0.6630386,34.56420281291008,High
3250938,85.24,0.40549123,34.56407269001007,High
3063582,55.26,0.6254788,34.56395871520042,High
3119138,58.48,0.59098893,34.56103286266327,High
3357934,50.24,0.68790686,34.5604407119751,High
3088334,73.47,0.47036868,34.557987164855,High
3132514,75.18,0.45962185,34.55437043309212,High
3253006,66.2,0.5219452,34.552770817279814,High
3141506,89.05,0.38800114,34.5515018671751,High
3002658,96.34,0.35863796,34.551180947422985,High
3193290,66.33,0.520882,34.55010375380516,High
3225814,51.58,0.6697934,34.547944964170455,High
3245990,60.23,0.5735864,34.54710913240909,High
3152794,52.25,0.6611823,34.5467743575573,High
3373210,91.64,0.3769792,34.54637407422066,High
3107242,53.7,0.64329493,34.5449377655983,High
3178558,87.88,0.3930606,34.54216507077217,High
3155302,54.05,0.6390644,34.54142928421497,High
3090370,67.11,0.51467955,34.540144675970076,High
3072782,58.33,0.59212756,34.53880066633224,High
3341566,84.39,0.4092714,34.53841253846884,High
3094766,54.13,0.6379922,34.53451796114445,High
3245802,57.98,0.5956028,34.53305094599724,High
3388246,98.49,0.35061786,34.53235261648893,High
3224454,62.82,0.549635,34.5280702650547,High
3332450,39.99,0.8633563,34.52561812698841,High
3107910,49.99,0.6906216,34.52417450666428,High
3198386,55.58,0.62115705,34.523908846378326,High
3386722,165.76,0.20824821,34.519223775863644,High
3285670,149.31,0.23119028,34.51902057632804,High
3291970,84.29,0.4095238,34.51875984728336,High
3305274,47.2,0.73130995,34.51782965660095,High
3391658,78.48,0.43977487,34.51353186607361,High
3215146,78.01,0.44239214,34.511010890305045,High
3190762,40.35,0.85526955,34.510126394033435,High
3181646,69.58,0.49596164,34.50901065409183,High
3258090,63.13,0.5466038,34.50709782242775,High
3217002,44.22,0.78017414,34.49930030107498,High
3280722,57.52,0.5997616,34.49828753471375,High
3171774,86.0,0.40113577,34.49767643213272,High
3050162,61.92,0.55711746,34.49671325683594,High
3228570,52.47,0.6573887,34.49318441390991,High
3239538,50.44,0.683783,34.490014255046844,High
3071798,52.99,0.6508291,34.48743277788162,High
3039330,81.38,0.42378026,34.48723775982857,High
3154202,84.69,0.40721178,34.48676569461822,High
3036902,63.6,0.5422406,34.48650341033936,High
3305282,66.59,0.5178738,34.48521791636944,High
3340186,66.95,0.51507413,34.4842132627964,High
3144982,60.33,0.57159126,34.484100598096845,High
3297670,43.57,0.7914607,34.483942388892174,High
3082610,68.27,0.505084,34.4820831900835,High
3117558,68.31,0.5047874,34.482026301026345,High
3047718,79.36,0.4344747,34.47991271972656,High
3357710,60.17,0.5730313,34.47929369807243,High
3336402,69.61,0.4952611,34.475125373899935,High
3151630,69.33,0.49720865,34.471476042866705,High
3238162,50.89,0.6773719,34.4714569658041,High
3138534,89.18,0.38651776,34.46965411663056,High
3116318,64.66,0.533088,34.469471918344496,High
3118018,86.68,0.39763966,34.46740590453148,High
3102450,79.35,0.43436328,34.46672593206167,High
3185322,64.56,0.5338665,34.46642283439636,High
3027626,48.72,0.7073243,34.46084116458893,High
3224758,52.48,0.6566223,34.4595378112793,High
3175290,86.36,0.3988987,34.448890949487684,High
3293086,84.81,0.40615067,34.44563822597265,High
3147106,102.36,0.33651024,34.445188271999356,High
3280234,55.63,0.6191022,34.44065427362919,High
3232594,54.28,0.63447595,34.43935437202454,High
3084202,52.42,0.6569465,34.43713449597359,High
3024094,56.81,0.60614485,34.43508867204189,High
3135558,72.22,0.47680432,34.43480770468712,High
3123810,54.25,0.6346874,34.43179273605347,High
3234766,62.01,0.55525726,34.43150274217129,High
3312910,57.58,0.59794647,34.429757455587385,High
3286518,81.21,0.42395484,34.42937291979789,High
3067926,48.24,0.71367836,34.42784408569336,High
3291526,60.73,0.56689036,34.42725149750709,High
3244206,94.14,0.36569387,34.42642065882683,High
3036222,87.96,0.39137357,34.42521963357925,High
3204638,102.58,0.33556902,34.42267049074173,High
3065806,79.78,0.4314533,34.42134328484535,High
3227958,46.13,0.7461635,34.42052167534828,High
3028830,51.64,0.66653997,34.420123898983,High
3202150,84.99,0.40498248,34.41946075648069,High
3152510,104.87,0.3282046,34.41881661206484,High
3075778,132.61,0.25953922,34.417495534122,High
3353562,101.58,0.33882052,34.41738812327385,High
3243958,66.35,0.51867664,34.41419497132301,High
3075602,91.47,0.37621793,34.41265419512987,High
3074862,62.72,0.54866,34.4119539642334,High
3319218,84.82,0.40569377,34.41094552516937,High
3021162,66.49,0.51749516,34.40825287818908,High
3027246,64.68,0.5319689,34.40774791002274,High
3125802,85.48,0.4024799,34.40398074150086,High
3351290,88.8,0.38742948,34.403737449645995,High
3258766,53.63,0.6415014,34.403721513748174,High
3370990,67.74,0.50786823,34.40299392342567,High
3247718,75.81,0.453786,34.40151557654143,High
3061330,53.53,0.64263135,34.4000562697649,High
3087834,72.44,0.4748647,34.39919825196266,High
3356418,103.24,0.33316308,34.39575664758682,High
3187790,51.49,0.6679852,34.39455799341202,High
3186574,72.8,0.4724194,34.39213311672211,High
3110290,87.54,0.39287275,34.392080601453785,High
3183110,52.17,0.6592229,34.3916587382555,High
3184142,127.51,0.26971498,34.391357267797,High
3291026,56.4,0.60976934,34.390991020202634,High
3395590,81.81,0.42036688,34.39021472096443,High
3024538,148.09,0.23222196,34.38975020766258,High
3093594,90.14,0.38150012,34.388421261310576,High
3154346,54.98,0.6253635,34.38248680949211,High
3333654,55.73,0.6168578,34.37748668253422,High
3082850,60.23,0.57076466,34.377155522108076,High
3247534,53.69,0.64028746,34.377033668160436,High
3002378,78.08,0.4402634,34.375765533447264,High
3207666,50.48,0.6808896,34.3713073348999,High
3356742,60.24,0.570525,34.368425431251524,High
3343906,82.39,0.4171386,34.368049773871896,High
3238018,56.48,0.6084978,34.367955656051635,High
3139006,74.99,0.45827383,34.365954363942144,High
3153422,69.23,0.4963092,34.35948529213667,High
3088882,75.67,0.45406282,34.3589335501194,High
3045862,67.78,0.5069158,34.358753447532656,High
3023790,61.77,0.5562149,34.357396141290664,High
3209054,64.05,0.53640544,34.35676869750023,High
3016590,88.44,0.3884717,34.356436511278154,High
3079418,69.53,0.49411047,34.35550063490868,High
3161886,50.66,0.67806965,34.35100852608681,High
3143930,105.26,0.32632577,34.34905099153519,High
3093162,81.02,0.42394757,34.34823234081268,High
3264330,58.8,0.58411944,34.34622302055359,High
3343878,55.64,0.61727446,34.34515113115311,High
3302118,59.52,0.5770348,34.34510959625244,High
3296742,60.73,0.56544024,34.33918562471867,High
3134514,49.99,0.6868691,34.336585550904275,High
3110778,51.94,0.660971,34.33083300709724,High
3359238,58.28,0.5890658,34.3307542514801,High
3202186,65.41,0.5248367,34.329569792151446,High
3251658,77.03,0.44564825,34.328284925818444,High
3000810,44.96,0.76350486,34.32717863082886,High
3212338,99.12,0.3463165,34.326890151500706,High
3253062,57.56,0.5963511,34.32596857309341,High
3085266,70.96,0.4837274,34.32529598712921,High
3049554,57.45,0.5974316,34.3224454253912,High
3231246,58.4,0.587695,34.32138814926147,High
3272250,70.46,0.4870536,34.31779686272144,High
3182282,51.83,0.66209215,34.31623609602451,High
3199814,104.36,0.32882518,34.31619534254074,High
3078470,87.69,0.39133447,34.31612003266811,High
3377110,116.2,0.2953186,34.31602172851563,High
3388250,56.29,0.6095712,34.3127638888359,High
3376130,90.38,0.37961942,34.31000314116478,High
3037434,52.09,0.6585788,34.30537037312985,High
3030738,79.05,0.43396202,34.304697467386724,High
3135926,57.37,0.59795463,34.30465717196464,High
3105266,63.98,0.53609186,34.29915746569633,High
3310922,63.15,0.54312205,34.29815765619278,High
3350242,75.33,0.4552469,34.29374864190817,High
3064906,209.0,0.16407856,34.292419761419296,High
3295762,58.74,0.5837958,34.29216446399689,High
3114274,78.59,0.43632212,34.29055563181639,High
3278178,61.36,0.5588418,34.29053435325623,High
3166854,60.69,0.56495583,34.287169357538225,High
3166566,63.94,0.5362327,34.28671947002411,High
3213994,82.2,0.41711256,34.286652356386185,High
3285722,63.27,0.541902,34.28613989889622,High
3240598,59.99,0.5715074,34.2847285848856,High
3110234,69.98,0.48990673,34.28367284417153,High
3063706,52.96,0.6473458,34.28343257904053,High
3049562,62.09,0.5521051,34.28020744502545,High
3186138,99.58,0.34423432,34.27885334074497,High
3333534,61.78,0.5548365,34.27779968738556,High
3197338,71.17,0.48162827,34.27748390167952,High
3205442,42.02,0.8157336,34.27712635874749,High
3146150,50.94,0.67287457,34.276230590343474,High
3290742,113.06,0.30315837,34.27508561074734,High
3040758,78.14,0.4386358,34.275001123547554,High
3072126,113.23,0.30269685,34.274364764392374,High
3161438,53.62,0.639192,34.27347424268722,High
3048038,59.98,0.57138395,34.27160950660706,High
3171230,72.6,0.47205764,34.271384704113004,High
3041718,53.57,0.63972396,34.270012354254725,High
3081150,95.9,0.35734603,34.26948409378529,High
3072566,67.97,0.50417465,34.26875094115734,High
3002186,63.73,0.53770065,34.267662620544435,High
3212798,68.06,0.5034442,34.2644118976593,High
3343586,78.73,0.43519083,34.26257378250361,High
3204442,68.91,0.497201,34.2621206125617,High
3270250,52.22,0.65609246,34.2611485183239,High
3225618,56.47,0.606672,34.258767216801644,High
3069762,76.33,0.4488186,34.25832329660654,High
3098138,64.2,0.5335246,34.25227757692337,High
3163578,158.15,0.21656352,34.249521133303645,High
3254398,86.97,0.3938079,34.24947202205658,High
